"Year","Region","NEP Name","Project Name","Habitat Type","Activity","Restoration Technique","Acres"
"2007","Region 4","Albemarle-Pamlico Estuary Program","WRP 66-4532-4-006","Agriculture/Ranch Land","-","Land Acquisition","93"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C042000254A","Agriculture/Ranch Land","Establishment","Planting","8.8"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C007005844","Agriculture/Ranch Land","Establishment","Planting","63.09"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Capps Forestry Enterprises","Riparian","-","Land Acquisition","19.55"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Pollocks Ferry Access","Other","-","Land Acquisition","95"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Mullen, Lucille","Riparian","-","Land Acquisition","28.63"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C007006901","Riparian","Establishment","Planting","22.88"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Tar-Pamlico-2005B-051","Riparian","-","Land Acquisition","475"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C052008001P","Agriculture/Ranch Land","Establishment","Easements","1.2"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C040005265B","Agriculture/Ranch Land","Establishment","Easements","2.475"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C007005856","Agriculture/Ranch Land","Establishment","Easements","9.697"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C040005264B","Agriculture/Ranch Land","Establishment","Easements","12.66"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C051004685","Agriculture/Ranch Land","Establishment","Easements","8.34"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Lower Wiccacon","Other","-","Land Acquisition","2517"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Tar River Land Conservancy - Acq/ Perry Tract, Sandy Creek","Riparian","Establishment","Easements","198"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Kinston, City of - Acq/ Floodplain Protection and Open Space Project, Adkin Branch","Riparian","Establishment","Easements","588"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Tar River Land Conservancy- Donated Mini/ Goodfred Tract, Tar River","Riparian","Establishment","Easements","147"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C040005267B","Agriculture/Ranch Land","Establishment","Easements","7.905"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C046003027","Agriculture/Ranch Land","Establishment","Easements","7"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C095000013","Agriculture/Ranch Land","Establishment","Planting","10.4"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Chub Sandhill Natural Area Preserve","Forest/Woodland","Reestablishment","Invasives Control/Removal - Vegetation","1"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C025005093","Riparian","Establishment","Planting","52.86"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C033004002","Agriculture/Ranch Land","Establishment","Planting","18.49"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C007008978","Agriculture/Ranch Land","Establishment","Easements","2.2"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C058007013","Agriculture/Ranch Land","Establishment","Easements","8.968"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Tar River Land Conservancy - Donated Minigrant, Taylor Tract","Riparian","Establishment","Easements","140"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C066000013","Agriculture/Ranch Land","Establishment","Easements","2.989"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Carteret Community College - Storm./ Bogue Sound Constructed Wetland","Other","-","Rehabilitation/Creation","0"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C042000152B","Agriculture/Ranch Land","Establishment","Planting","5.77"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Granville-CP2","Agriculture/Ranch Land","Establishment","Planting","8.3"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Bagwell-Perry-Powell","Riparian","-","Land Acquisition","69.71"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Durham-CP10","Agriculture/Ranch Land","-","Rehabilitation/Creation","217.5"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Tar River Land Conservancy - Acq/ Blackley Farm Tract, Tar River","Riparian","Establishment","Easements","266"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Goldsboro, City of - Rest/ Stoney Creek Restoration","Riparian","Rehabilitation","Rehabilitation/Creation","91"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Roanoke - 2004B-042","Riparian","-","Land Acquisition","1475"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C00708971","Agriculture/Ranch Land","Establishment","Easements","13.82"
"2008","Region 4","Albemarle-Pamlico Estuary Program","NC Coastal Land Trust - Acq/ Barker Tract, Hunters Creek","Riparian","-","Land Acquisition","305"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C058007010","Agriculture/Ranch Land","Establishment","Easements","41.1"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Annual forest tree establishment on previously non-forested areas- Jones County","Forest/Woodland","Establishment","Planting","43"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C074007060","Agriculture/Ranch Land","Establishment","Easements","26.432"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Bertie-CP9","Freshwater Marsh","Establishment","Rehabilitation/Creation","10.2"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C042000155A","Riparian","Establishment","Planting","12.2"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Tyrrell-CP33","Agriculture/Ranch Land","Establishment","Easements","68.3"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C042000152A","Agriculture/Ranch Land","Establishment","Planting","8.39"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Beaufort-CP33","Agriculture/Ranch Land","Establishment","Easements","17.4"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C037005159","Agriculture/Ranch Land","-","Planting","9.8"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Iles","Agriculture/Ranch Land","-","Land Acquisition","193"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Beaufort-CP3","Agriculture/Ranch Land","Establishment","Planting","17.7"
"2008","Region 4","Albemarle-Pamlico Estuary Program","West Bluff Oyster Sanctuary","Hard Bottom","Establishment","Reef Construction - Artificial Materials",".77"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C046004120","Agriculture/Ranch Land","Establishment","Planting","38.06"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C042005016","Agriculture/Ranch Land","Establishment","Planting","1.3"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C040005268","Agriculture/Ranch Land","Establishment","Planting","5.16"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C040005260","Riparian","Establishment","Planting","7.6"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Lower Shocco - Maple Branch","Other","-","Land Acquisition","1002.68"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C046003043","Agriculture/Ranch Land","Establishment","Planting","78.37"
"2007","Region 4","Albemarle-Pamlico Estuary Program","WRP 66-4532-4-007","Agriculture/Ranch Land","-","Land Acquisition","17"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C040006283","Agriculture/Ranch Land","Establishment","Planting","44.5"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Northampton-CP33","Agriculture/Ranch Land","Establishment","Easements","89.6"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Morton, Jane","Forest/Woodland","-","Land Acquisition","330.83"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C033004007","Agriculture/Ranch Land","Establishment","Planting","55.75"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C033006003","Agriculture/Ranch Land","Establishment","Planting","1.85"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C066003080","Agriculture/Ranch Land","Establishment","Planting","9.91"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Hughes Farm","Forest/Woodland","-","Land Acquisition","58.11"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Hwy 258","Other","-","Land Acquisition","1348"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Turnagain Bay/Henry","Forested Wetland","-","Land Acquisition","1263.79"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Johnston-CP10","Agriculture/Ranch Land","-","Easements",".6"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C040005262","Agriculture/Ranch Land","Establishment","Planting","6.7"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C033005002","Agriculture/Ranch Land","Establishment","Planting","50.84"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Tar River/Pories","Forested Wetland","-","Land Acquisition","37.46"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C054005227","Riparian","Establishment","Easements","6.2"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Miller, Davis #1","Agriculture/Ranch Land","-","Land Acquisition","31.4"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C042000254","Agriculture/Ranch Land","Establishment","Planting",".8"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C066006118","Agriculture/Ranch Land","Establishment","Planting","13.8"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C040005267","Riparian","Establishment","Planting","21.22"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Proposed Unique Wetland Designation by EMC - Washington County #1","Riparian","-","Other","553.46"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C074042609A","Riparian","Establishment","Planting","4.62"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C033007001","Agriculture/Ranch Land","Establishment","Planting","31.7"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C007005840","Agriculture/Ranch Land","Establishment","Planting","68.65"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Johnston-CP2","Agriculture/Ranch Land","Establishment","Planting","66.4"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C033004008","Agriculture/Ranch Land","Establishment","Planting","32.4"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Tyrrell-CP22","Agriculture/Ranch Land","-","Easements","13"
"2007","Region 4","Albemarle-Pamlico Estuary Program","WRP 66-4532-8-006","Agriculture/Ranch Land","Reestablishment","Planting","2203"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Upper Shocco Creek 1","Other","-","Land Acquisition","671.53"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C040005263","Agriculture/Ranch Land","Establishment","Planting","9.4"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C046003002","Agriculture/Ranch Land","Establishment","Planting","7.5"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C033006002","Agriculture/Ranch Land","Establishment","Planting","10.7"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Johnston-CP3","Agriculture/Ranch Land","Establishment","Planting","107.1"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Fishing Creek - White Oak S","Other","-","Land Acquisition","349.53"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C098005161","Agriculture/Ranch Land","Establishment","Planting","15.5"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C042000332","Agriculture/Ranch Land","Establishment","Planting","20.6"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Greene-CP33","Agriculture/Ranch Land","Establishment","Easements","12.5"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Nash-CP33","Agriculture/Ranch Land","Establishment","Easements","22.3"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Wayne-CP3A","Agriculture/Ranch Land","Establishment","Planting","16.6"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Taylor Family #7 (Freddie Farm)","Agriculture/Ranch Land","-","Land Acquisition","28.7"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Neuse-2004B-039","Riparian","-","Land Acquisition","125"
"2007","Region 4","Albemarle-Pamlico Estuary Program","WRP 66-4532-9-002","Agriculture/Ranch Land","Reestablishment","Planting","221"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Red Mill Demonstration Project","Riparian","Establishment","Planting","1.79"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Chub Sandhill Natural Area Preserve","Forest/Woodland","Reestablishment","Invasives Control/Removal - Vegetation","25"
"2006","Region 4","Albemarle-Pamlico Estuary Program","Pettiford Creek/Ahearr","Forested Wetland","-","Land Acquisition","40.39"
"2006","Region 4","Albemarle-Pamlico Estuary Program","CREP Projects in Lenoir County","Field/Meadow","Reestablishment","Planting","179"
"2006","Region 4","Albemarle-Pamlico Estuary Program","Shellfish Rehabilitation 1","Shell Bottom","Establishment","Shellfish Seeding",".25"
"2006","Region 4","Albemarle-Pamlico Estuary Program","CREP Project C098004153 Wilson County","Field/Meadow","Reestablishment","Planting","11.4"
"2006","Region 4","Albemarle-Pamlico Estuary Program","Shellfish Rehabilitation 9","Shell Bottom","Establishment","Shellfish Seeding","2.529"
"2006","Region 4","Albemarle-Pamlico Estuary Program","Fuller Tract-Mark's Creek","Forested Wetland","-","Land Acquisition","119"
"2006","Region 4","Albemarle-Pamlico Estuary Program","Dam Creek/Magnolia","Forest/Woodland","-","Land Acquisition","38.23"
"2006","Region 4","Albemarle-Pamlico Estuary Program","CREP Project C064000024 Nash County","Field/Meadow","Reestablishment","Planting","28.5"
"2006","Region 4","Albemarle-Pamlico Estuary Program","North River Gamelands","Agriculture/Ranch Land","Establishment","Bird Habitat Enhancement","55"
"2006","Region 4","Albemarle-Pamlico Estuary Program","Shellfish Rehabilitation 6","Shell Bottom","Establishment","Shellfish Seeding","1.515"
"2006","Region 4","Albemarle-Pamlico Estuary Program","CREP Project C058004006 Martin County","Field/Meadow","Reestablishment","Planting","52"
"2006","Region 4","Albemarle-Pamlico Estuary Program","Clyde Harris Tract","Forest/Woodland","-","Easements","226.92"
"2006","Region 4","Albemarle-Pamlico Estuary Program","CREP Project C094005002 Washington County","Field/Meadow","Reestablishment","Planting","15.6"
"2006","Region 4","Albemarle-Pamlico Estuary Program","Oyster Sanctuary 3","Shell Bottom","Establishment","Reef Construction - Natural Materials","1.42"
"2006","Region 4","Albemarle-Pamlico Estuary Program","CREP Project C058004005 Martin County","Field/Meadow","Reestablishment","Planting","37"
"2006","Region 4","Albemarle-Pamlico Estuary Program","Chowan River Buffers- NCWRC","Riparian","-","Land Acquisition","6466"
"2006","Region 4","Albemarle-Pamlico Estuary Program","Ahoskie Creek/Britton Hertford","Forest/Woodland","-","Land Acquisition","75.52"
"2006","Region 4","Albemarle-Pamlico Estuary Program","Neuse River/Bay R","Tidal Wetland","-","Land Acquisition","1378.8"
"2006","Region 4","Albemarle-Pamlico Estuary Program","Shellfish Rehabilitation 4","Shell Bottom","Establishment","Shellfish Seeding","2.5"
"2006","Region 4","Albemarle-Pamlico Estuary Program","Shellfish Rehabilitation 12","Shell Bottom","Establishment","Shellfish Seeding",".956"
"2006","Region 4","Albemarle-Pamlico Estuary Program","CREP Wetland Projects in Hyde County","Field/Meadow","Reestablishment","Planting","294"
"2006","Region 4","Albemarle-Pamlico Estuary Program","CREP C021005004 Chowan County","Field/Meadow","Reestablishment","Planting","15.8"
